date,state,hospitalizedCurrently,death,positiveIncrease
2020-05-13,CT,1158,3125,522
2020-05-13,DC,423,350,99
2020-05-13,DE,282,351,211
2020-05-13,FL,,1898,479
2020-05-13,GA,,1505,697
2020-05-13,GU,,5,0
2020-05-13,HI,,17,1
2020-05-13,IA,388,306,377
2020-05-13,ID,21,69,33
2020-05-13,IL,4563,3792,1677
2020-05-13,IN,1336,1619,346
2020-05-13,KS,,164,352
2020-05-13,KY,379,321,176
2020-05-13,LA,1194,2381,612
2020-05-13,MA,3101,5315,1165
2020-05-13,MD,1550,1881,751
2020-05-13,ME,41,66,38
2020-05-13,MI,1384,5232,817
2020-05-13,MN,494,638,729
2020-05-13,MO,771,542,136
2020-05-13,MP,,2,0
2020-05-13,MS,604,465,182
2020-05-13,MT,3,16,1
2020-05-13,NC,521,597,470
2020-05-13,ND,37,29,76
2020-05-13,NE,192,103,120
2020-05-13,NH,121,142,79
2020-05-13,NJ,4226,9702,817
2020-05-13,NM,199,219,143
2020-05-13,NV,522,355,83
2020-05-13,NY,6946,22013,2176
2020-05-13,OH,924,1483,471
2020-05-13,OK,218,278,120
2020-05-13,OR,162,134,130
2020-05-13,PA,2012,3943,707
2020-05-13,PR,142,115,30
2020-05-13,RI,269,462,196
2020-05-13,SC,,355,0
2020-05-13,SD,79,39,69
2020-05-13,TN,635,273,259
2020-05-13,TX,1676,1158,1355
2020-05-13,UT,158,75,188
2020-05-13,VA,1526,927,946
2020-05-13,VI,,6,0
2020-05-13,VT,17,53,1
2020-05-13,WA,384,962,227
2020-05-13,WI,527,421,318
2020-05-13,WV,58,58,27
2020-05-13,WY,10,7,0
2020-05-12,AK,10,10,2
2020-05-12,AL,,429,301
2020-05-12,AR,59,95,130
2020-05-12,AS,,0,0
2020-05-12,AZ,765,562,356
2020-05-12,CA,4544,2847,1443
2020-05-12,CO,738,987,-20
2020-05-12,CT,1189,3041,568
2020-05-12,DC,416,336,96
2020-05-12,DE,276,334,176
2020-05-12,FL,,1849,941
2020-05-12,GA,,1461,708
2020-05-12,GU,,5,1
2020-05-12,HI,,17,2
2020-05-12,IA,385,289,539
2020-05-12,ID,25,70,30
2020-05-12,IL,4626,3601,4014
2020-05-12,IN,1283,1578,500
2020-05-12,KS,,158,0
2020-05-12,KY,383,311,237
2020-05-12,LA,1320,2347,235
2020-05-12,MA,3127,5141,870
2020-05-12,MD,1563,1834,688
2020-05-12,ME,34,65,15
2020-05-12,MI,1384,5188,1637
2020-05-12,MN,496,614,664
2020-05-12,MO,787,524,88
2020-05-12,MP,,2,0
2020-05-12,MS,604,457,234
2020-05-12,MT,4,16,2
2020-05-12,NC,475,577,301
2020-05-12,ND,38,25,53
2020-05-12,NE,192,100,257
2020-05-12,NH,117,133,0
2020-05-12,NJ,4328,9508,798
2020-05-12,NM,207,208,206
2020-05-12,NV,522,350,159
2020-05-12,NY,7063,21845,1430
2020-05-12,OH,1032,1436,473
2020-05-12,OK,190,278,119
2020-05-12,OR,165,130,0
2020-05-12,PA,2187,3806,837
2020-05-12,PR,127,114,43
2020-05-12,RI,277,444,219
2020-05-12,SC,,355,274
2020-05-12,SD,74,39,49
2020-05-12,TN,591,265,567
2020-05-12,TX,1725,1133,1179
2020-05-12,UT,166,73,70
2020-05-12,VA,1529,891,730
2020-05-12,VI,,6,0
2020-05-12,VT,18,53,2
2020-05-12,WA,321,945,211
2020-05-12,WI,520,418,211
2020-05-12,WV,50,57,5
2020-05-12,WY,10,7,13
2020-05-11,AK,7,10,2
2020-05-11,AL,,401,232
2020-05-11,AR,61,94,287
2020-05-11,AS,,0,0
2020-05-11,AZ,717,542,261
2020-05-11,CA,4549,2770,1259
2020-05-11,CO,573,981,196
2020-05-11,CT,1212,3008,211
2020-05-11,DC,416,328,117
2020-05-11,DE,275,324,118
2020-05-11,FL,,1805,386
2020-05-11,GA,,1441,486
2020-05-11,GU,,5,0
2020-05-11,HI,,17,1
2020-05-11,IA,394,271,414
2020-05-11,ID,31,67,0
2020-05-11,IL,4319,3459,1266
2020-05-11,IN,1346,1540,501
2020-05-11,KS,,158,168
2020-05-11,KY,394,304,0
2020-05-11,LA,1310,2308,215
2020-05-11,MA,3102,5108,669
2020-05-11,MD,1544,1788,786
2020-05-11,ME,37,65,26
2020-05-11,MI,1424,5139,971
2020-05-11,MN,452,591,827
2020-05-11,MO,824,488,74
2020-05-11,MP,,2,3
2020-05-11,MS,507,435,173
2020-05-11,MT,4,16,1
2020-05-11,NC,464,550,281
2020-05-11,ND,34,24,27
2020-05-11,NE,,98,81
2020-05-11,NH,113,133,149
2020-05-11,NJ,4195,9310,1413
2020-05-11,NM,194,200,85
2020-05-11,NV,482,344,54
2020-05-11,NY,7226,21640,1660
2020-05-11,OH,1011,1357,696
2020-05-11,OK,177,274,24
2020-05-11,OR,164,130,58
2020-05-11,PA,2176,3731,543
2020-05-11,PR,159,113,58
2020-05-11,RI,276,430,175
2020-05-11,SC,,331,0
2020-05-11,SD,78,34,97
2020-05-11,TN,581,251,559
2020-05-11,TX,1525,1100,1000
2020-05-11,UT,160,68,111
2020-05-11,VA,1504,850,989
2020-05-11,VI,,5,0
2020-05-11,VT,14,53,1
2020-05-11,WA,350,931,292
2020-05-11,WI,520,409,226
2020-05-11,WV,49,54,6
2020-05-11,WY,12,7,1
2020-05-10,AK,8,10,1
2020-05-10,AL,,393,210
2020-05-10,AR,64,88,0
2020-05-10,AS,,0,0
2020-05-10,AZ,713,536,159
2020-05-10,CA,4555,2745,2119
2020-05-10,CO,790,967,876
2020-05-10,CT,1242,2967,570
2020-05-10,DC,447,323,170
2020-05-10,DE,285,312,170
2020-05-10,FL,,1791,595
2020-05-10,GA,,1405,909
2020-05-10,GU,,5,0
2020-05-10,HI,,17,2
2020-05-10,IA,413,265,288
2020-05-10,ID,25,67,25
2020-05-10,IL,4293,3406,1656
2020-05-10,IN,1328,1508,394
2020-05-10,KS,,157,197
2020-05-10,KY,394,304,152
2020-05-10,LA,1324,2286,183
2020-05-10,MA,3128,4979,1050
2020-05-10,MD,1640,1739,1053
2020-05-10,ME,36,64,28
2020-05-10,MI,1437,5081,301
2020-05-10,MN,434,578,231
2020-05-10,MO,824,482,178
2020-05-10,MP,,2,0
2020-05-10,MS,645,430,123
2020-05-10,MT,4,16,0
2020-05-10,NC,442,547,404
2020-05-10,ND,29,24,27
2020-05-10,NE,,96,403
2020-05-10,NH,107,131,64
2020-05-10,NJ,4308,9255,1447
2020-05-10,NM,198,191,105
2020-05-10,NV,444,339,70
2020-05-10,NY,7262,21478,2273
2020-05-10,OH,962,1341,384
2020-05-10,OK,177,272,99
2020-05-10,OR,164,127,68
2020-05-10,PA,2230,3707,1295
2020-05-10,PR,143,111,25
2020-05-10,RI,283,422,186
2020-05-10,SC,,331,122
2020-05-10,SD,77,34,124
2020-05-10,TN,484,243,217
2020-05-10,TX,1626,1088,1009
2020-05-10,UT,144,67,148
2020-05-10,VA,1555,839,885
2020-05-10,VI,,4,1
2020-05-10,VT,21,53,0
2020-05-10,WA,335,921,174
2020-05-10,WI,514,400,292
2020-05-10,WV,49,54,25
2020-05-10,WY,12,7,17
2020-05-09,AK,8,10,1
2020-05-09,AL,,388,346
2020-05-09,AR,64,88,53
2020-05-09,AS,,0,0
2020-05-09,AZ,739,532,434
2020-05-09,CA,4538,2678,2049
2020-05-09,CO,790,960,26
2020-05-09,CT,1301,2932,573
2020-05-09,DC,447,311,203
2020-05-09,DE,288,301,166
2020-05-09,FL,,1785,802
2020-05-09,GA,,1400,426
2020-05-09,GU,,5,0
2020-05-09,HI,,17,0
2020-05-09,IA,402,252,214
2020-05-09,ID,19,67,27
2020-05-09,IL,4739,3349,2325
2020-05-09,IN,1361,1490,586
2020-05-09,KS,,157,250
2020-05-09,KY,369,298,159
2020-05-09,LA,1333,2267,562
2020-05-09,MA,3229,4840,1410
2020-05-09,MD,1665,1692,1049
2020-05-09,ME,43,64,34
2020-05-09,MI,1531,5036,383
2020-05-09,MN,476,558,281
2020-05-09,MO,855,472,177
2020-05-09,MP,,2,1
2020-05-09,MS,607,421,288
2020-05-09,MT,4,16,0
2020-05-09,NC,513,544,492
2020-05-09,ND,34,24,39
2020-05-09,NE,,92,641
2020-05-09,NH,112,121,104
2020-05-09,NJ,4628,9116,1631
2020-05-09,NM,201,181,180
2020-05-09,NV,,334,144
2020-05-09,NY,7776,21271,2715
2020-05-09,OH,929,1331,681
2020-05-09,OK,177,270,66
2020-05-09,OR,139,127,92
2020-05-09,PA,2285,3688,1078
2020-05-09,PR,148,108,17
2020-05-09,RI,292,418,286
2020-05-09,SC,,330,389
2020-05-09,SD,79,34,249
2020-05-09,TN,509,242,327
2020-05-09,TX,1735,1049,1251
2020-05-09,UT,172,66,184
2020-05-09,VA,1593,827,854
2020-05-09,VI,,4,0
2020-05-09,VT,21,53,8
2020-05-09,WA,393,905,151
2020-05-09,WI,543,398,372
2020-05-09,WV,53,53,25
2020-05-09,WY,12,7,9
2020-05-08,AK,16,10,3
2020-05-08,AL,,375,323
2020-05-08,AR,70,88,83
2020-05-08,AS,,0,0
2020-05-08,AZ,730,517,581
2020-05-08,CA,4514,2585,1898
2020-05-08,CO,821,961,971
2020-05-08,CT,1327,2874,627
2020-05-08,DC,447,304,245
2020-05-08,DE,289,297,172
2020-05-08,FL,,1738,371
2020-05-08,GA,,1377,667
2020-05-08,GU,,5,0
2020-05-08,HI,,17,3
2020-05-08,IA,407,243,398
2020-05-08,ID,16,67,20
2020-05-08,IL,4750,3241,2887
2020-05-08,IN,1379,1447,643
2020-05-08,KS,,152,357
2020-05-08,KY,356,294,195
2020-05-08,LA,1359,2227,203
2020-05-08,MA,3349,4702,1612
2020-05-08,MD,1674,1643,1111
2020-05-08,ME,44,63,44
2020-05-08,MI,1637,4987,618
2020-05-08,MN,473,534,712
2020-05-08,MO,832,449,148
2020-05-08,MP,,2,0
2020-05-08,MS,632,409,404
2020-05-08,MT,6,16,2
2020-05-08,NC,515,527,471
2020-05-08,ND,33,24,54
2020-05-08,NE,,90,419
2020-05-08,NH,113,114,103
2020-05-08,NJ,4605,8952,1819
2020-05-08,NM,197,172,202
2020-05-08,NV,,328,118
2020-05-08,NY,8196,21045,2758
2020-05-08,OH,1060,1306,885
2020-05-08,OK,228,266,94
2020-05-08,OR,159,124,79
2020-05-08,PA,2342,3616,1323
2020-05-08,PR,161,107,125
2020-05-08,RI,312,399,231
2020-05-08,SC,,316,206
2020-05-08,SD,76,31,239
2020-05-08,TN,550,241,345
2020-05-08,TX,1734,1004,1219
2020-05-08,UT,216,61,195
2020-05-08,VA,1625,812,772
2020-05-08,VI,,4,2
2020-05-08,VT,15,53,2
2020-05-08,WA,393,891,210
2020-05-08,WI,552,384,409
2020-05-08,WV,65,51,23
2020-05-08,WY,9,7,4
2020-05-07,AK,12,10,2
2020-05-07,AL,,349,317
2020-05-07,AR,69,87,43
2020-05-07,AS,,0,0
2020-05-07,AZ,766,450,238
2020-05-07,CA,4560,2504,1799
2020-05-07,CO,798,921,466
2020-05-07,CT,1385,2797,789
2020-05-07,DC,447,285,193
2020-05-07,DE,285,285,161
2020-05-07,FL,,1667,826
2020-05-07,GA,,1336,743
2020-05-07,GU,,5,0
2020-05-07,HI,,17,1
2020-05-07,IA,417,231,655
2020-05-07,ID,22,66,31
2020-05-07,IL,4862,3111,2641
2020-05-07,IN,1457,1414,633
2020-05-07,KS,,147,410
2020-05-07,KY,351,283,112
2020-05-07,LA,1432,2208,253
2020-05-07,MA,3436,4552,1696
2020-05-07,MD,1683,1580,1211
2020-05-07,ME,39,62,76
2020-05-07,MI,1697,4925,600
2020-05-07,MN,435,508,818
2020-05-07,MO,917,418,239
2020-05-07,MP,,2,0
2020-05-07,MS,650,396,262
2020-05-07,MT,6,16,0
2020-05-07,NC,525,507,639
2020-05-07,ND,35,23,48
2020-05-07,NE,,86,333
2020-05-07,NH,113,111,104
2020-05-07,NJ,4996,8801,1745
2020-05-07,NM,193,169,153
2020-05-07,NV,,320,103
2020-05-07,NY,8665,20828,3671
2020-05-07,OH,1057,1271,555
2020-05-07,OK,223,260,129
2020-05-07,OR,171,121,73
2020-05-07,PA,2420,3416,1070
2020-05-07,PR,164,102,63
2020-05-07,RI,318,388,271
2020-05-07,SC,,305,0
2020-05-07,SD,70,31,126
2020-05-07,TN,558,237,158
2020-05-07,TX,1750,973,968
2020-05-07,UT,194,61,129
2020-05-07,VA,1613,769,1314
2020-05-07,VI,,4,0
2020-05-07,VT,14,53,2
2020-05-07,WA,358,870,196
2020-05-07,WI,624,374,359
2020-05-07,WV,76,51,39
2020-05-07,WY,11,7,27
2020-05-06,AK,8,10,1
2020-05-06,AL,,340,296
2020-05-06,AR,69,85,72
2020-05-06,AS,,0,0
2020-05-06,AZ,754,426,402
2020-05-06,CA,4681,2412,2603
2020-05-06,CO,792,903,457
2020-05-06,CT,1445,2718,374
2020-05-06,DC,447,277,139
2020-05-06,DE,299,269,407
2020-05-06,FL,,1605,563
2020-05-06,GA,,1311,985
2020-05-06,GU,,5,2
2020-05-06,HI,,17,4
2020-05-06,IA,414,219,293
2020-05-06,ID,22,65,21
2020-05-06,IL,4832,2974,2270
2020-05-06,IN,1558,1377,837
2020-05-06,KS,,144,276
2020-05-06,KY,347,275,577
2020-05-06,LA,1465,2115,403
2020-05-06,MA,3564,4420,1754
2020-05-06,MD,1707,1520,1046
2020-05-06,ME,37,62,28
2020-05-06,MI,1818,4839,634
2020-05-06,MN,443,485,634
2020-05-06,MO,953,396,186
2020-05-06,MP,,2,1
2020-05-06,MS,618,374,217
2020-05-06,MT,6,16,0
2020-05-06,NC,516,477,502
2020-05-06,ND,32,22,57
2020-05-06,NE,,82,355
2020-05-06,NH,115,92,48
2020-05-06,NJ,5221,8549,1297
2020-05-06,NM,178,162,107
2020-05-06,NV,,311,69
2020-05-06,NY,9179,19877,2786
2020-05-06,OH,1045,1225,607
2020-05-06,OK,230,253,74
2020-05-06,OR,191,115,77
2020-05-06,PA,2545,3106,888
2020-05-06,PR,144,99,44
2020-05-06,RI,324,370,342
2020-05-06,SC,,305,179
2020-05-06,SD,72,29,58
2020-05-06,TN,557,239,248
2020-05-06,TX,1812,948,1053
2020-05-06,UT,,58,146
2020-05-06,VA,1496,713,0
2020-05-06,VI,,4,0
2020-05-06,VT,26,52,5
2020-05-06,WA,390,862,248
2020-05-06,WI,511,362,366
2020-05-06,WV,76,50,10
2020-05-06,WY,11,7,8
2020-05-05,AK,13,9,1
2020-05-05,AL,,313,260
2020-05-05,AR,89,83,38
2020-05-05,AS,,0,0
2020-05-05,AZ,728,395,386
2020-05-05,CA,4622,2317,1275
2020-05-05,CO,834,851,272
2020-05-05,CT,1500,2633,1334
2020-05-05,DC,447,264,152
2020-05-05,DE,284,266,83
2020-05-05,FL,,1536,542
2020-05-05,GA,,1288,343
2020-05-05,GU,,5,0
2020-05-05,HI,,17,1
2020-05-05,IA,407,207,408
2020-05-05,ID,45,64,45
2020-05-05,IL,4780,2838,2122
2020-05-05,IN,1537,1326,526
2020-05-05,KS,,137,213
2020-05-05,KY,333,261,115
2020-05-05,LA,1512,2115,323
2020-05-05,MA,3542,4212,1184
2020-05-05,MD,1693,1476,709
2020-05-05,ME,36,61,21
2020-05-05,MI,1948,4781,688
2020-05-05,MN,434,455,641
2020-05-05,MO,893,377,162
2020-05-05,MP,,2,0
2020-05-05,MS,645,342,330
2020-05-05,MT,6,16,-1
2020-05-05,NC,534,452,408
2020-05-05,ND,31,17,41
2020-05-05,NE,,78,173
2020-05-05,NH,111,86,0
2020-05-05,NJ,5328,8244,2324
2020-05-05,NM,181,156,181
2020-05-05,NV,,297,103
2020-05-05,NY,9600,19645,2239
2020-05-05,OH,1069,1135,495
2020-05-05,OK,236,247,83
2020-05-05,OR,219,113,80
2020-05-05,PA,2580,3012,865
2020-05-05,PR,140,99,81
2020-05-05,RI,327,355,303
2020-05-05,SC,,283,131
2020-05-05,SD,75,24,53
2020-05-05,TN,520,226,119
2020-05-05,TX,1888,906,1037
2020-05-05,UT,,56,132
2020-05-05,VA,1496,713,764
2020-05-05,VI,,4,0
2020-05-05,VT,33,52,3
2020-05-05,WA,292,841,261
2020-05-05,WI,543,353,358
2020-05-05,WV,64,50,32
2020-05-05,WY,13,7,10
2020-05-04,AK,12,9,2
2020-05-04,AL,,296,300
2020-05-04,AR,91,81,27
2020-05-04,AS,,0,0
2020-05-04,AZ,703,362,279
2020-05-04,CA,4616,2254,1321
2020-05-04,CO,883,842,410
2020-05-04,CT,1488,2495,0
2020-05-04,DC,447,258,154
2020-05-04,DE,281,255,80
2020-05-04,FL,,1423,819
2020-05-04,GA,,1222,766
2020-05-04,GU,,5,-1
2020-05-04,HI,,17,0
2020-05-04,IA,389,188,534
2020-05-04,ID,31,64,0
2020-05-04,IL,4493,2662,2341
2020-05-04,IN,1449,1264,574
2020-05-04,KS,,136,215
2020-05-04,KY,329,253,251
2020-05-04,LA,1502,2064,333
2020-05-04,MA,3539,4090,1000
2020-05-04,MD,1649,1424,946
2020-05-04,ME,37,57,20
2020-05-04,MI,1948,4722,780
2020-05-04,MN,396,428,824
2020-05-04,MO,858,358,368
2020-05-04,MP,,2,0
2020-05-04,MS,646,310,327
2020-05-04,MT,6,16,2
2020-05-04,NC,498,430,184
2020-05-04,ND,31,15,34
2020-05-04,NE,,78,584
2020-05-04,NH,103,86,159
2020-05-04,NJ,5287,7910,1525
2020-05-04,NM,164,151,118
2020-05-04,NV,,292,65
2020-05-04,NY,9647,19415,2538
2020-05-04,OH,1078,1056,560
2020-05-04,OK,236,238,72
2020-05-04,OR,207,109,79
2020-05-04,PA,2708,2458,825
2020-05-04,PR,152,97,35
2020-05-04,RI,339,341,291
2020-05-04,SC,,275,0
2020-05-04,SD,69,21,37
2020-05-04,TN,499,219,394
2020-05-04,TX,1533,884,784
2020-05-04,UT,,50,142
2020-05-04,VA,1463,684,821
2020-05-04,VI,,4,0
2020-05-04,VT,15,52,5
2020-05-04,WA,263,834,266
2020-05-04,WI,573,340,311
2020-05-04,WV,73,50,15
2020-05-04,WY,13,7,7
2020-05-03,AK,12,9,3
2020-05-03,AL,,290,291
2020-05-03,AR,100,76,59
2020-05-03,AS,,0,0
2020-05-03,AZ,732,362,276
2020-05-03,CA,4734,2215,1419
2020-05-03,CO,883,832,457
2020-05-03,CT,1551,2436,523
2020-05-03,DC,,251,219
2020-05-03,DE,284,246,170
2020-05-03,FL,,1403,615
2020-05-03,GA,,1177,296
2020-05-03,GU,,5,2
2020-05-03,HI,,16,1
2020-05-03,IA,378,184,528
2020-05-03,ID,27,63,26
2020-05-03,IL,4701,2618,2994
2020-05-03,IN,1398,1246,638
2020-05-03,KS,,134,284
2020-05-03,KY,334,248,0
2020-05-03,LA,1530,1969,200
2020-05-03,MA,3617,4004,1824
2020-05-03,MD,1635,1372,989
2020-05-03,ME,33,57,33
2020-05-03,MI,2100,4641,357
2020-05-03,MN,373,419,340
2020-05-03,MO,896,352,232
2020-05-03,MP,,2,0
2020-05-03,MS,667,303,109
2020-05-03,MT,5,16,0
2020-05-03,NC,475,422,155
2020-05-03,ND,31,16,38
2020-05-03,NE,,76,488
2020-05-03,NH,103,84,119
2020-05-03,NJ,5317,7871,3027
2020-05-03,NM,168,139,219
2020-05-03,NV,,287,115
2020-05-03,NY,9786,19189,3438
2020-05-03,OH,931,1038,579
2020-05-03,OK,236,238,121
2020-05-03,OR,205,109,45
2020-05-03,PA,2645,2444,962
2020-05-03,PR,171,97,51
2020-05-03,RI,330,320,181
2020-05-03,SC,,275,137
2020-05-03,SD,71,21,43
2020-05-03,TN,510,210,516
2020-05-03,TX,1540,867,1026
2020-05-03,UT,,50,194
2020-05-03,VA,1413,660,940
2020-05-03,VI,,4,0
2020-05-03,VT,19,52,5
2020-05-03,WA,411,830,141
2020-05-03,WI,582,339,307
2020-05-03,WV,73,50,22
2020-05-03,WY,13,7,13
2020-05-02,AK,10,9,1
2020-05-02,AL,,288,276
2020-05-02,AR,95,73,51
2020-05-02,AS,,0,0
2020-05-02,AZ,718,348,402
2020-05-02,CA,4722,2171,1755
2020-05-02,CO,931,820,484
2020-05-02,CT,1592,2339,0
2020-05-02,DC,,240,139
2020-05-02,DE,300,235,120
2020-05-02,FL,,1388,735
2020-05-02,GA,,1174,1036
2020-05-02,GU,,5,2
2020-05-02,HI,,16,1
2020-05-02,IA,353,175,757
2020-05-02,ID,24,63,20
2020-05-02,IL,4717,2559,2450
2020-05-02,IN,1456,1229,665
2020-05-02,KS,,131,297
2020-05-02,KY,334,248,171
2020-05-02,LA,1545,1950,429
2020-05-02,MA,3601,3846,1952
2020-05-02,MD,1657,1323,1001
2020-05-02,ME,36,56,29
2020-05-02,MI,2100,4579,432
2020-05-02,MN,389,395,335
2020-05-02,MO,896,351,319
2020-05-02,MP,,2,0
2020-05-02,MS,632,291,229
2020-05-02,MT,5,16,2
2020-05-02,NC,502,420,586
2020-05-02,ND,32,24,46
2020-05-02,NE,,73,557
2020-05-02,NH,103,81,164
2020-05-02,NJ,5713,7742,2527
2020-05-02,NM,159,131,102
2020-05-02,NV,,281,84
2020-05-02,NY,10350,18909,4663
2020-05-02,OH,1003,1021,592
2020-05-02,OK,236,238,103
2020-05-02,OR,209,109,56
2020-05-02,PA,2673,2418,1334
2020-05-02,PR,187,95,182
2020-05-02,RI,333,296,189
2020-05-02,SC,,267,231
2020-05-02,SD,71,21,63
2020-05-02,TN,474,209,770
2020-05-02,TX,1725,847,1293
2020-05-02,UT,,49,153
2020-05-02,VA,1426,616,830
2020-05-02,VI,,4,0
2020-05-02,VT,11,51,11
2020-05-02,WA,428,824,149
2020-05-02,WI,582,334,370
2020-05-02,WV,76,48,33
2020-05-02,WY,13,7,7
2020-05-01,AK,25,9,9
2020-05-01,AL,,279,139
2020-05-01,AR,95,64,66
2020-05-01,AS,,0,0
2020-05-01,AZ,709,330,314
2020-05-01,CA,4706,2073,1525
2020-05-01,CO,959,777,526
2020-05-01,CT,1592,2339,1064
2020-05-01,DC,,231,335
2020-05-01,DE,281,222,184
2020-05-01,FL,,1314,1038
2020-05-01,GA,,1154,1115
2020-05-01,GU,,5,0
2020-05-01,HI,,16,5
2020-05-01,IA,345,170,739
2020-05-01,ID,32,63,31
2020-05-01,IL,4900,2457,3137
2020-05-01,IN,1431,1175,795
2020-05-01,KS,,130,211
2020-05-01,KY,330,240,169
2020-05-01,LA,1607,1927,710
2020-05-01,MA,3716,3716,2106
2020-05-01,MD,1668,1276,1730
2020-05-01,ME,37,55,28
2020-05-01,MI,2319,4520,735
2020-05-01,MN,369,371,620
2020-05-01,MO,883,337,273
2020-05-01,MP,,2,0
2020-05-01,MS,651,281,397
2020-05-01,MT,5,16,0
2020-05-01,NC,547,399,414
2020-05-01,ND,27,23,40
2020-05-01,NE,,70,497
2020-05-01,NH,112,72,92
2020-05-01,NJ,5972,7538,2538
2020-05-01,NM,172,123,198
2020-05-01,NV,,277,229
2020-05-01,NY,10993,18610,3942
2020-05-01,OH,,1002,716
2020-05-01,OK,255,230,130
2020-05-01,OR,208,104,69
2020-05-01,PA,2683,2354,1208
2020-05-01,PR,200,92,36
2020-05-01,RI,352,279,317
2020-05-01,SC,,256,163
2020-05-01,SD,69,21,76
2020-05-01,TN,529,204,1156
2020-05-01,TX,1778,816,1142
2020-05-01,UT,,46,156
2020-05-01,VA,1431,581,1055
2020-05-01,VI,,4,0
2020-05-01,VT,19,50,6
2020-05-01,WA,470,814,344
2020-05-01,WI,560,327,498
2020-05-01,WV,81,46,18
2020-05-01,WY,13,7,15
2020-04-30,AK,19,9,0
2020-04-30,AL,,269,177
2020-04-30,AR,95,61,63
2020-04-30,AS,,0,0
2020-04-30,AZ,755,320,446
2020-04-30,CA,4981,1982,2417
2020-04-30,CO,966,766,23
2020-04-30,CT,1650,2257,933
2020-04-30,DC,,224,217
2020-04-30,DE,296,210,79
2020-04-30,FL,,1290,497
2020-04-30,GA,,1120,583
2020-04-30,GU,,5,1
2020-04-30,HI,,16,4
2020-04-30,IA,335,162,302
2020-04-30,ID,38,60,32
2020-04-30,IL,4953,2355,2563
2020-04-30,IN,1466,1114,653
2020-04-30,KS,,129,500
2020-04-30,KY,325,235,164
2020-04-30,LA,1601,1862,341
2020-04-30,MA,3803,3562,1940
2020-04-30,MD,1711,1226,893
2020-04-30,ME,35,53,39
2020-04-30,MI,2319,4434,1017
2020-04-30,MN,365,343,648
2020-04-30,MO,853,329,137
2020-04-30,MP,,2,0
2020-04-30,MS,639,261,246
2020-04-30,MT,5,16,2
2020-04-30,NC,546,378,561
2020-04-30,ND,30,19,34
2020-04-30,NE,,68,410
2020-04-30,NH,107,66,44
2020-04-30,NJ,6137,7228,2388
2020-04-30,NM,163,112,239
2020-04-30,NV,,269,100
2020-04-30,NY,11598,18321,4681
2020-04-30,OH,,975,724
2020-04-30,OK,291,222,145
2020-04-30,OR,243,103,64
2020-04-30,PA,2707,2292,1397
2020-04-30,PR,201,92,106
2020-04-30,RI,339,266,348
2020-04-30,SC,,244,214
2020-04-30,SD,76,17,76
2020-04-30,TN,605,199,369
2020-04-30,TX,1686,782,1033
2020-04-30,UT,,46,177
2020-04-30,VA,1550,552,885
2020-04-30,VI,,4,4
2020-04-30,VT,23,49,13
2020-04-30,WA,474,801,267
2020-04-30,WI,554,316,392
2020-04-30,WV,84,41,23
2020-04-30,WY,13,7,8
2020-04-29,AK,14,9,4
2020-04-29,AL,,245,155
2020-04-29,AR,93,59,81
2020-04-29,AS,,0,0
2020-04-29,AZ,756,304,254
2020-04-29,CA,5011,1887,1469
2020-04-29,CO,964,760,856
2020-04-29,CT,1691,2168,455
2020-04-29,DC,,205,112
2020-04-29,DE,326,204,80
2020-04-29,FL,,1240,347
2020-04-29,GA,,1093,957
2020-04-29,GU,,5,0
2020-04-29,HI,,16,2
2020-04-29,IA,323,148,467
2020-04-29,ID,41,60,35
2020-04-29,IL,5036,2215,2253
2020-04-29,IN,1484,1065,594
2020-04-29,KS,,125,247
2020-04-29,KY,320,225,229
2020-04-29,LA,1629,1802,374
2020-04-29,MA,3856,3405,1963
2020-04-29,MD,1610,1168,736
2020-04-29,ME,32,52,16
2020-04-29,MI,2498,4335,950
2020-04-29,MN,320,319,680
2020-04-29,MO,891,318,122
2020-04-29,MP,,2,0
2020-04-29,MS,677,250,227
2020-04-29,MT,5,16,0
2020-04-29,NC,551,354,380
2020-04-29,ND,28,19,42
2020-04-29,NE,,55,16
2020-04-29,NH,106,60,72
2020-04-29,NJ,6289,6770,2408
2020-04-29,NM,157,110,151
2020-04-29,NV,,257,93
2020-04-29,NY,12159,18015,4585
2020-04-29,OH,,937,1175
2020-04-29,OK,283,214,63
2020-04-29,OR,227,101,92
2020-04-29,PA,2781,2195,1102
2020-04-29,PR,125,86,33
2020-04-29,RI,269,251,372
2020-04-29,SC,,203,268
2020-04-29,SD,69,13,60
2020-04-29,TN,614,195,314
2020-04-29,TX,1702,732,883
2020-04-29,UT,,45,152
2020-04-29,VA,1566,522,622
2020-04-29,VI,,4,3
2020-04-29,VT,26,47,4
2020-04-29,WA,490,786,244
2020-04-29,WI,577,308,269
2020-04-29,WV,102,38,16
2020-04-29,WY,12,7,147
2020-04-28,AK,16,9,6
2020-04-28,AL,,242,188
2020-04-28,AR,104,52,94
2020-04-28,AS,,0,0
2020-04-28,AZ,737,293,232
2020-04-28,CA,4983,1809,1567
2020-04-28,CO,994,706,438
2020-04-28,CT,1732,2089,1043
2020-04-28,DC,,190,102
2020-04-28,DE,337,192,413
2020-04-28,FL,,1154,708
2020-04-28,GA,,1026,702
2020-04-28,GU,3,5,1
2020-04-28,HI,,16,1
2020-04-28,IA,304,136,508
2020-04-28,ID,44,58,20
2020-04-28,IL,4738,2125,2219
